mesh_id,dataset,split,seed,sample_index,sample_seed,shape,requested_interior_nodes,num_nodes,num_triangles,fine_directed_edges,fine_undirected_edges,boundary_nodes,source_x,source_y,source_sigma,target_max,target_l2_norm,mesh_generation_seconds,labels_npz,labels_npz_sha256,triangle_area_min,triangle_area_mean,triangle_area_max,triangle_area_cv,minimum_angle_deg,aspect_ratio_mean,aspect_ratio_max,raw_disconnected_part_count,raw_disconnected_parts_json,repair_event_count,moved_nodes_total,moved_unique_nodes,moved_fraction,bfs_seconds,parmetis_seconds,repair_seconds
development_train_seed41_sample010_rectangle,development,train,41,10,51,rectangle,470,626,1094,3438,1719,156,0.7212205981352084,0.40356918039437006,0.07156893123693327,0.8524606448803439,5.690544646712427,0.09053681697696447,paper_partition_evidence/mesh_archives/development_train_seed41_sample010_rectangle.npz,a2c852805e6d2b52a679d3d8a077798c8612cdab8cb6c7119726287e0c2aa9e4,2.8569018400623853e-06,0.0009140767824497258,0.006176056913136165,0.9786759049854596,0.7683956553639585,3.295964816800244,83.7542127761833,1,"{""5"": 2}",1,18,18,0.02875399361022364,0.004746728111058474,0.4500706628896296,0.003278477117419243
development_train_seed41_sample011_wavy,development,train,41,11,52,wavy,540,663,1139,3602,1801,182,0.5578814774012164,0.537113147817646,0.08877033264734535,1.1130592352969026,10.405215266607414,0.05840336997061968,paper_partition_evidence/mesh_archives/development_train_seed41_sample011_wavy.npz,af02fcb9e4b36b0594f0a8de907232fbaea48d1be6fafcc6dfa4861e148f8c06,1.7072454213317117e-06,0.0006299219737926707,0.0038638118124735025,0.9016326716247985,0.11165826317185142,3.9712769450817196,513.9552779763004,0,{},0,0,0,0.0,0.005154671147465706,0.4477348327636719,0.002994585782289505
development_train_seed41_sample012_rectangle,development,train,41,12,53,rectangle,791,947,1736,5364,2682,156,0.2555634972821331,0.6094553268838505,0.07652326742481469,0.9384242596433098,7.990541242722029,0.0774157252162695,paper_partition_evidence/mesh_archives/development_train_seed41_sample012_rectangle.npz,0acf7023657fcd5a824612da7f28011d7ad76c65acbaf433e0634e47bdbf3564,2.0899452980875357e-06,0.000576036866359447,0.0033249414280659335,0.8905664738846395,0.5178166597040605,3.373676320907453,113.94325017674649,0,{},0,0,0,0.0,0.007331070955842733,0.4532420989125967,0.004553718026727438
development_train_seed41_sample013_wavy,development,train,41,13,54,wavy,605,722,1269,3980,1990,171,0.36122577233594755,0.5092899854414769,0.060177508176516625,0.6366865390598074,4.850239990200632,0.05738163506612182,paper_partition_evidence/mesh_archives/development_train_seed41_sample013_wavy.npz,b9577aee485a1b0dbd24e19c8fdb2a46879de3052f3d404186938b0ec2e6c831,2.4891542248081785e-06,0.0005667441462310336,0.004317023246493024,0.8980464899300585,0.3741347554017244,3.4159221272416187,153.40350797763642,0,{},0,0,0,0.0,0.005421601235866547,0.4435165962204337,0.0033750198781490326
development_train_seed41_sample014_rectangle,development,train,41,14,55,rectangle,735,891,1624,5028,2514,156,0.6661260917274753,0.6853228058581706,0.06919352342477049,0.845745924615556,7.004531878256777,0.06887322664260864,paper_partition_evidence/mesh_archives/development_train_seed41_sample014_rectangle.npz,f0b3014cb7968df60bb244af3b5872c026e5b329a627747dd6ea159ba099eee6,2.383358979840704e-06,0.0006157635467980296,0.004102037188872219,0.9374737162086896,0.7467001875059356,3.3342398847245063,137.92764843842477,0,{},0,0,0,0.0,0.006865374278277159,0.4460226809605956,0.004365434870123863
development_train_seed41_sample015_wavy,development,train,41,15,56,wavy,641,766,1342,4214,2107,186,0.61306302498177,0.2584514072393216,0.11875206940500294,1.316860358314659,12.546793805939291,0.06601602584123611,paper_partition_evidence/mesh_archives/development_train_seed41_sample015_wavy.npz,39afaaf4925aa8558909a5450938af0b5e2c209b876b4484b9124a2d5094b513,2.2848839560716367e-06,0.0005406339140119507,0.0036323966174300103,0.9066138506854363,0.6191507109094238,3.572573917756692,147.57631114648728,0,{},0,0,0,0.0,0.005609018262475729,0.45034545194357634,0.0034917588345706463
development_train_seed41_sample016_rectangle,development,train,41,16,57,rectangle,426,582,1006,3174,1587,156,0.5920833515777708,0.48415598410878424,0.1096801885338721,1.802719222202662,13.506055717447396,0.04647899931296706,paper_partition_evidence/mesh_archives/development_train_seed41_sample016_rectangle.npz,ec088daa286f591ecfc4af9dfcd0f50a02a19c7310d5417d62408671425a9a5b,1.228976262525522e-05,0.0009940357852882703,0.007775864527792296,0.9318347727962074,1.6979397490084274,3.156026185088209,36.353910192286165,0,{},0,0,0,0.0,0.004692180082201958,0.44357091281563044,0.003005992155522108
development_train_seed41_sample017_wavy,development,train,41,17,58,wavy,535,649,1126,3548,1774,169,0.4045059002831224,0.6899168046153854,0.07080094439021878,0.6771050614582458,4.776607243962877,0.05345408013090491,paper_partition_evidence/mesh_archives/development_train_seed41_sample017_wavy.npz,fe394ca4229ea0b1d8010d607b6c5c1ea6b497b95176c13f66b19474ff857b51,4.016589835289953e-06,0.0006381167057390332,0.0040863455820320865,0.9072946135289552,0.28810009693350036,3.567608679036888,199.20902532590313,0,{},0,0,0,0.0,0.005138803273439407,0.4430983788333833,0.0033518909476697445
development_train_seed41_sample018_rectangle,development,train,41,18,59,rectangle,600,756,1353,4216,2108,157,0.5438735793331821,0.6630330840994176,0.06260134571607125,0.7640943711873105,5.350310674176708,0.06614809576421976,paper_partition_evidence/mesh_archives/development_train_seed41_sample018_rectangle.npz,a193c8923fdfa90f421535b21d5bd237e18edf1b4bab29f994e65a391ddeccaa,1.6834505388135158e-06,0.0007390983000739098,0.0046776797393489646,0.9017822422295354,0.9227519712105317,3.4648714422618334,96.12395145111715,0,{},0,0,0,0.0,0.005520425736904144,0.439952339977026,0.004865690134465694
development_train_seed41_sample019_wavy,development,train,41,19,60,wavy,649,767,1357,4246,2123,173,0.41214190635063824,0.2635731959475023,0.058556857683744516,0.45751188185378044,3.393915019139974,0.06346926186233759,paper_partition_evidence/mesh_archives/development_train_seed41_sample019_wavy.npz,1c44c4213a450b37ee32fe2318f27f0e16d55ec9a1e542af1cfc74964b839222,1.8837614439948991e-06,0.0005307213741322279,0.003992735673529739,0.9460991368759412,0.37488869091798777,3.3773997668721742,176.66886527019102,0,{},0,0,0,0.0,0.006033605895936489,0.4401964470744133,0.0037029781378805637
development_train_seed41_sample020_rectangle,development,train,41,20,61,rectangle,795,951,1744,5388,2694,156,0.4371871414388206,0.6359678090961333,0.09862430172753672,1.507980096851139,15.28522004024166,0.1144619039259851,paper_partition_evidence/mesh_archives/development_train_seed41_sample020_rectangle.npz,344e432d3e532ea1bbd087270a26f07052d0670b62086191404ff0b7c3ba5891,3.216551276904797e-07,0.0005733944954128441,0.003873737526872825,0.8837914301256251,0.06605618826192527,3.6644835605166852,1021.998620915058,0,{},0,0,0,0.0,0.007022308185696602,0.44698499189689755,0.004796445369720459
development_train_seed41_sample021_wavy,development,train,41,21,62,wavy,693,818,1442,4518,2259,189,0.5546600834289157,0.6238866520075896,0.1057453299819682,1.364863053210364,13.96153786684049,0.06413060799241066,paper_partition_evidence/mesh_archives/development_train_seed41_sample021_wavy.npz,936bfc8080e80f85e3f06b1e01f8277d42c344427eb52dc739c94c7fe9aed162,3.090090057523085e-06,0.0005004494258490728,0.003570617545172141,0.9401122690191028,0.9745334121883077,3.302783644747527,61.44373230329878,0,{},0,0,0,0.0,0.006264546886086464,0.4426602437160909,0.003746477887034416
development_train_seed41_sample022_rectangle,development,train,41,22,63,rectangle,534,690,1222,3822,1911,156,0.5300396859477838,0.7461294344298119,0.06778467946231037,0.7910129340947298,5.569606135087584,0.05167103512212634,paper_partition_evidence/mesh_archives/development_train_seed41_sample022_rectangle.npz,13579d0a81cd625c775bc28813b597aece28239d86f21763ff6302321ce07cad,3.2140177653062664e-06,0.0008183306055646482,0.006493438307182296,0.969835983298311,1.3233689430940558,3.18703335084701,45.419196034448916,0,{},0,0,0,0.0,0.005221975035965443,0.4414773629978299,0.003372308798134327
development_train_seed41_sample023_wavy,development,train,41,23,64,wavy,745,865,1548,4824,2412,180,0.7217467263702018,0.5116698145703713,0.05927121093288786,0.5429874841865427,4.222094077132883,0.07001685304567218,paper_partition_evidence/mesh_archives/development_train_seed41_sample023_wavy.npz,94074730fafdd5beca3f6531a003c2b6a07bd10a36ac585574bcfc2f9a85f249,1.5208447844192954e-06,0.0004664713706010346,0.002720015194741617,0.8632249501048495,0.9890571751737888,3.2042496254566997,60.86487122500568,0,{},0,0,0,0.0,0.006674556992948055,0.44067740999162197,0.004027511924505234
development_train_seed41_sample024_rectangle,development,train,41,24,65,rectangle,569,725,1292,4032,2016,156,0.2736957427317355,0.5091110887697934,0.07936580661913412,0.9893417442876966,7.517218765258783,0.05512678297236562,paper_partition_evidence/mesh_archives/development_train_seed41_sample024_rectangle.npz,cc5e056b1d86712be3482ea242297e4d3540f2ebdb949caa321ed1f64585fc83,7.0562307579408e-07,0.0007739938080495357,0.005776417550330381,0.9991201695608595,0.1434402145527568,3.530315104318125,465.87350695693567,0,{},0,0,0,0.0,0.005410100799053907,0.447940475307405,0.003522078040987253
development_train_seed41_sample025_wavy,development,train,41,25,66,wavy,535,653,1130,3564,1782,174,0.7118669389679657,0.5964090655621634,0.05974076045490336,0.5379533694704559,3.539905025226168,0.05057486426085234,paper_partition_evidence/mesh_archives/development_train_seed41_sample025_wavy.npz,229c8bb94eb2287e66b7eef5ce10218846f3a4b39abdc7c12091e507df9a844f,2.196868106231258e-06,0.0006383355919655964,0.005297943455058449,0.9071681534154321,1.0830656184314513,3.2661782803354016,63.62026367610186,0,{},0,0,0,0.0,0.005158495157957077,0.445921178907156,0.0030063698068261147
development_train_seed41_sample026_rectangle,development,train,41,26,67,rectangle,414,570,982,3102,1551,156,0.4571657499511262,0.31346915110003787,0.08840902732776068,1.1944133850534122,8.671020999574932,0.04726602928712964,paper_partition_evidence/mesh_archives/development_train_seed41_sample026_rectangle.npz,44247787d64e0d3842fe8a996f43b04d65c50d8e659f1ed39f6981a8e4c15102,8.024596141006776e-06,0.0010183299389002036,0.007278456486234749,0.9138512407301763,1.0695219480217533,3.3278798470834796,53.659131221097255,0,{},0,0,0,0.0,0.004550169687718153,0.44354459224268794,0.005184066016227007
development_train_seed41_sample027_wavy,development,train,41,27,68,wavy,572,694,1203,3792,1896,182,0.4921833624232832,0.6741631372765429,0.09877894767904041,1.1524978118851013,10.076697345224245,0.06590927625074983,paper_partition_evidence/mesh_archives/development_train_seed41_sample027_wavy.npz,0dc2213dfb243ad00af4728d83b99a52ad37651a781ae59e767ee26a7cb21017,3.24042413663401e-06,0.0005996213831383712,0.003889799503631563,0.9253080448746427,0.6817373302250251,3.259066992271744,103.83277429864917,0,{},0,0,0,0.0,0.005159406922757626,0.43992914259433746,0.0034851860255002975
development_train_seed41_sample028_rectangle,development,train,41,28,69,rectangle,488,644,1130,3546,1773,156,0.5401861876078374,0.5134260179097228,0.11122250782115281,1.8539925673595767,15.802055568211806,0.056387356016784906,paper_partition_evidence/mesh_archives/development_train_seed41_sample028_rectangle.npz,a5b33a7e912dd02f5be093923d709f2d26f9807565fe589eac061c987008a9fe,3.6364392558716247e-06,0.0008849557522123894,0.004784914593260938,0.9189697225401734,2.394763420640075,3.0844985770780324,24.315355273838794,0,{},0,0,0,0.0,0.005119923036545515,0.4396192147396505,0.0031418190337717533
development_train_seed41_sample029_wavy,development,train,41,29,70,wavy,638,761,1336,4192,2096,183,0.44036742260757145,0.6119029254560022,0.07594230620598862,0.9072040106325496,8.323932292655751,0.06724740471690893,paper_partition_evidence/mesh_archives/development_train_seed41_sample029_wavy.npz,4ed941258267df0eb46f7e6d5b6eb58d8fafbab9e124febba5bf12136fb24c66,7.624300143531881e-06,0.0005408495480831937,0.0035656018047224305,0.9512214952075764,1.5443053962864537,3.092926403633362,42.92001596110108,1,"{""0"": 2}",1,7,7,0.009198423127463863,0.005556656047701836,0.4458403578028083,0.004055273253470659
development_train_seed41_sample030_rectangle,development,train,41,30,71,rectangle,668,824,1489,4624,2312,157,0.37670683871865135,0.5137694178232128,0.10446412631877842,1.6420902976319676,15.526192367178977,0.10870797885581851,paper_partition_evidence/mesh_archives/development_train_seed41_sample030_rectangle.npz,1fb24ed8587d52b9505fc28f2efa5ea4fbc4474c0ab51b92726b1c02b091645e,1.2798492307988781e-06,0.000671591672263264,0.005364434328561034,0.9321164959596498,0.6836369469803667,3.3042800819519584,96.15423061692476,0,{},0,0,0,0.0,0.04176901001483202,0.45044722314924,0.0038422192446887493
development_train_seed41_sample031_wavy,development,train,41,31,72,wavy,791,916,1640,5110,2555,190,0.6689183672369,0.25333756133920465,0.07004413661203156,0.6702093277652391,5.233220233660017,0.07399996602907777,paper_partition_evidence/mesh_archives/development_train_seed41_sample031_wavy.npz,df78da64b735eb968d759eace546b15ecadb219d82b6171a78a42a6dba6a8b69,2.544319945976808e-06,0.00044345745153507606,0.0028467164594494516,0.9043113429766216,0.5265449611907386,3.344037281697352,110.16508401512694,1,"{""11"": 2}",1,27,27,0.02947598253275109,0.006809252314269543,0.44094162294641137,0.0056826104409992695
development_train_seed41_sample032_rectangle,development,train,41,32,73,rectangle,602,758,1358,4230,2115,156,0.49631809464409643,0.4016837689307151,0.07245690577824673,0.987900441229449,7.464934102556412,0.06360036227852106,paper_partition_evidence/mesh_archives/development_train_seed41_sample032_rectangle.npz,f0e590c801b5cf377cc7afdb832ce6ed18b320340a9e3109fa48fe95322a7371,2.343030558648173e-06,0.0007363770250368188,0.005786582900618545,0.9225808569410915,0.7797658439960184,3.3078008530581626,73.83512828950477,0,{},0,0,0,0.0,0.005591667722910643,0.44100636104121804,0.004034134093672037
development_train_seed41_sample033_wavy,development,train,41,33,74,wavy,772,901,1600,5000,2500,200,0.6971891342194536,0.5103604750909598,0.09896626906511437,1.1737119604327133,12.493798385448022,0.07434017723426223,paper_partition_evidence/mesh_archives/development_train_seed41_sample033_wavy.npz,ad581a6bdde3042cc2b938402f59afd1940c00a9b514beaaa73fd9d0d3176405,1.9590299091918773e-06,0.00045341172820944644,0.0031029017640511005,0.899346641291165,0.2811135780738282,3.5027685045033956,204.236499443029,0,{},0,0,0,0.0,0.0069436910562217236,0.4502037218771875,0.004070373252034187
development_train_seed41_sample034_rectangle,development,train,41,34,75,rectangle,774,930,1702,5262,2631,156,0.3566458407630989,0.3265645234149763,0.09817627941406826,1.3913843554758774,13.79260790225661,0.07508231094107032,paper_partition_evidence/mesh_archives/development_train_seed41_sample034_rectangle.npz,918e5ec930a0ffd4007f40e8395d94c3bfa199543c9bce069a9b8696793c99fa,4.85370512043472e-07,0.0005875440658049354,0.0037403211482592534,0.8832063168644239,0.09382907939059545,3.607381670801389,677.2786742357415,0,{},0,0,0,0.0,0.007289309985935688,0.4438663232140243,0.0044315350241959095
development_train_seed41_sample035_wavy,development,train,41,35,76,wavy,423,542,903,2888,1444,174,0.6531657545787477,0.7427616530879626,0.0993559831954337,0.834958622088126,5.516965568958855,0.04524674313142896,paper_partition_evidence/mesh_archives/development_train_seed41_sample035_wavy.npz,9e91633fbbea662364f2af635fef3bb6d61c37e769141c18945266e28a202a75,1.299181009266691e-05,0.000794800343694847,0.007755681655566161,0.9737960566466891,2.6411090113616464,2.9652318642733464,22.30249502413425,0,{},0,0,0,0.0,0.0043013738468289375,0.4496438829228282,0.0024071927182376385
development_train_seed41_sample036_rectangle,development,train,41,36,77,rectangle,712,868,1578,4890,2445,156,0.6429661542712466,0.5255859779001576,0.07085273280197349,0.909491873843503,7.782033295103901,0.07288211164996028,paper_partition_evidence/mesh_archives/development_train_seed41_sample036_rectangle.npz,c38ace4c9fa20eaab9548999038229cdf50055130446f6e985a51bb4d90797bf,2.839316662123757e-06,0.0006337135614702154,0.0036877247263304978,0.8914449281674941,0.6198996345204507,3.1218443612581726,115.77824386239548,0,{},0,0,0,0.0,0.006846242118626833,0.4460140368901193,0.007263254839926958
development_train_seed41_sample037_wavy,development,train,41,37,78,wavy,706,828,1472,4598,2299,181,0.459431543915161,0.7075676518947511,0.08867757381770551,0.9332119116657209,8.459146743637023,0.0733032962307334,paper_partition_evidence/mesh_archives/development_train_seed41_sample037_wavy.npz,f92b69fc41362214ccebe3b75350e8dbce4e3f8f990fc6e67a04a76f05828a08,2.594183704428828e-06,0.000491629282698544,0.0033616880467206038,0.8989202245649857,0.34506231976978496,3.722801878479046,166.31185563830093,0,{},0,0,0,0.0,0.006228200159966946,0.4399609952233732,0.0038398453034460545
development_train_seed41_sample038_rectangle,development,train,41,38,79,rectangle,690,846,1534,4758,2379,156,0.7098011936884276,0.2858113034032572,0.11500028801014225,1.5587312026127107,14.176062719254826,0.06729358527809381,paper_partition_evidence/mesh_archives/development_train_seed41_sample038_rectangle.npz,775c7b263f76e7f34d7390fa2750c0e09103b299eaa38ecf123ce68af07ff8f5,1.3755524112888665e-06,0.000651890482398957,0.004016127849898915,0.9133037913988137,1.1991399459243934,3.2850707496862364,74.85113044330791,0,{},0,0,0,0.0,0.006224201992154121,0.44494113186374307,0.006372097879648209
development_train_seed41_sample039_wavy,development,train,41,39,80,wavy,463,577,986,3124,1562,163,0.6182456656717269,0.2592093984132022,0.05738119110947553,0.5047123919086494,3.0061214759689396,0.04910159716382623,paper_partition_evidence/mesh_archives/development_train_seed41_sample039_wavy.npz,7d56b9088a3c938c9ce7bcfb69f3fdec5c9ca9a2fbf259ca0c17950f57395bac,1.200672505277593e-06,0.0007261368844262951,0.0065505097959899046,0.9724644703910816,2.149928435769307,3.2415202559050593,41.94378550083741,1,"{""2"": 2}",1,3,3,0.005199306759098787,0.004678974859416485,0.4386966801248491,0.0030210157856345177
development_validation_seed41_sample000_rectangle,development,validation,41,0,10041,rectangle,555,711,1264,3948,1974,156,0.549056753348287,0.2972049299736874,0.07675701126714253,1.0099965187988997,7.135707641530408,0.09980394411832094,paper_partition_evidence/mesh_archives/development_validation_seed41_sample000_rectangle.npz,b83c4fd100e50d39b5f470e134fdd5c38581f455189f3b69bcac5512df96e0de,3.591241522215405e-06,0.0007911392405063291,0.005193107271737485,0.9351170555916428,1.1079751374767974,3.181186394535469,80.73739386716332,0,{},0,0,0,0.0,0.005540796089917421,0.44730197405442595,0.003244945779442787
development_validation_seed41_sample001_wavy,development,validation,41,1,10042,wavy,511,632,1081,3424,1712,179,0.58221814311549,0.49015145082055017,0.11351603581872644,1.5679633859924849,14.450065267332587,0.05417702719569206,paper_partition_evidence/mesh_archives/development_validation_seed41_sample001_wavy.npz,916d01fc755b882b27a3c2a08301f91ef4b3f889ba314d7fd14bd995b23a817d,4.323466268506047e-06,0.0006651462440780921,0.006130393413888694,0.9344534142548208,1.1908962508606897,3.232730362988954,48.572578983326586,0,{},0,0,0,0.0,0.0047047073021531105,0.44798872200772166,0.002805157098919153
development_validation_seed41_sample002_rectangle,development,validation,41,2,10043,rectangle,770,926,1694,5238,2619,156,0.6399627040923651,0.5302232498996949,0.05920185798940113,0.7051328198440528,5.87182600070276,0.07661806978285313,paper_partition_evidence/mesh_archives/development_validation_seed41_sample002_rectangle.npz,9cc14d9f4645cff8de2e8ad82a1bf99ff2440b671ea55d66872e63fe89cdb540,5.404146987621194e-07,0.0005903187721369539,0.00421104977103328,0.9563847220200401,0.5456035059374735,3.4874916400795724,160.34189227133177,0,{},0,0,0,0.0,0.007278170902282,0.4497499456629157,0.004556905012577772
development_validation_seed41_sample003_wavy,development,validation,41,3,10044,wavy,634,757,1326,4164,2082,184,0.5544769799030672,0.5914933344284247,0.06786987264061205,0.7804228432044353,6.2358744611152535,0.05884712282568216,paper_partition_evidence/mesh_archives/development_validation_seed41_sample003_wavy.npz,05b24b02e7bea11ace5eddf0de7d4d2aebe9c3ad1493d12ad79de937b89454cf,3.466281411268034e-06,0.0005437760792559946,0.0036097869859133182,0.8849774482633147,2.093813678570983,3.068369951709738,28.440817511102814,0,{},0,0,0,0.0,0.005940087605267763,0.44277918664738536,0.003384486772119999
development_validation_seed41_sample004_rectangle,development,validation,41,4,10045,rectangle,670,826,1494,4638,2319,156,0.595629094550784,0.7185423170501357,0.10972349724037479,1.5892898799786115,14.087529833340795,0.06958697969093919,paper_partition_evidence/mesh_archives/development_validation_seed41_sample004_rectangle.npz,a1f483ad57126606f048d9bb78f1df4421483d0e5b7662921fb372a61b9f50bf,4.630973513030826e-06,0.0006693440428380187,0.0040759585431741924,0.9284028145808039,1.44607412952129,3.2814116073763695,43.12702418952356,0,{},0,0,0,0.0,0.006055979058146477,0.44134338665753603,0.003778540063649416
development_validation_seed41_sample005_wavy,development,validation,41,5,10046,wavy,712,840,1483,4644,2322,194,0.5028380710328122,0.2792634224820468,0.11974560894826247,1.3437600883680016,13.412090359362132,0.06945851165801287,paper_partition_evidence/mesh_archives/development_validation_seed41_sample005_wavy.npz,8a86a5aaacf96a6b3d1fe8e9e9f896a73840756e278475cde846cce28450ec68,3.0451679878706136e-06,0.0004904643968620416,0.0027289992550235476,0.8733723319350939,0.6870264421766767,3.0895447575692514,84.06262008596717,0,{},0,0,0,0.0,0.006136675365269184,0.44481073832139373,0.004035971127450466
